date,avgcpu,avgmem
1304208600000000,0.17339603631362516,0.31902009009154186
1304208900000000,0.18533324967332848,0.33717149282835335
1304209200000000,0.1798107850103638,0.3058843681489858
1304209500000000,0.36799327800158094,0.34788952813448315
1304209800000000,0.3042997918749342,0.29727309962538184
1304210100000000,0.39634422040213707,0.3646762013437006
1304210400000000,0.2868874827350461,0.38562018354220795
1304210700000000,0.17501190417916207,0.3643279227253924
1304211000000000,0.19105290022352767,0.42753643789838813
1304211300000000,0.24834462684200181,0.44598657372819517
1304211600000000,0.3086108391099576,0.48202536092396997
1304211900000000,0.2624290558448346,0.46857038171030796
1304212200000000,0.24566269165665372,0.4756447614325663
1304212500000000,0.2007625620832107,0.461343253734416
1304212800000000,0.1741848732831292,0.3961098865724271
1304213100000000,0.12419828489751211,0.32819729981005263
1304213400000000,0.09523157216219841,0.26946353543697255
1304213700000000,0.10610569573134138,0.2713546359274819
1304214000000000,0.10848227968584606,0.2745872659836479
1304214300000000,0.0890077364337975,0.2744824552261478
1304214600000000,0.12597788718123387,0.28119086457140474
1304214900000000,0.16528179942927718,0.3186798811104845
1304215200000000,0.15196237697480014,0.32115152363398014
1304215500000000,0.14267158304049593,0.3158263941919963
1304215800000000,0.17646437534346077,0.3184684584065387
1304216100000000,0.18783092458187572,0.31544200700671565
1304216400000000,0.18932132011265063,0.3180618916936391
1304216700000000,0.1403468234562854,0.29562852086957125
1304217000000000,0.13137738758093204,0.28134947806557875
1304217300000000,0.12863636139358176,0.27796057565337495
1304217600000000,0.13130556084451223,0.28559798163381833
1304217900000000,0.11116925048507525,0.3031148364371985
1304218200000000,0.10665043507118416,0.2928162110468846
1304218500000000,0.14695525297841033,0.30868931930607246
1304218800000000,0.18203652060153425,0.3707862586638524
1304219100000000,0.1445983438505682,0.38448041302906866
1304219400000000,0.1556086465510032,0.36580648368933666
1304219700000000,0.15984095896584577,0.34839837176940014
1304220000000000,0.15380090441909616,0.32177414023500184
1304220300000000,0.15085861506542703,0.3198264460677449
1304220600000000,0.16339742755601677,0.3904503079322992
1304220900000000,0.15054356391907048,0.378182696035394
1304221200000000,0.13709567238002912,0.3578267170428804
1304221500000000,0.13203482831778451,0.3576219117782595
1304221800000000,0.14549736722291745,0.37239808775689953
1304222100000000,0.13254353043117378,0.3906607886819189
1304222400000000,0.14577810925894236,0.4122929688409651
1304222700000000,0.11973787555866194,0.40228491388791987
1304223000000000,0.13807591417700543,0.40187582223490814
1304223300000000,0.1320196763303319,0.3960953771723026
1304223600000000,0.10094223383813322,0.3854974458614415
1304223900000000,0.1572636318559199,0.41766616348543106
