date,avgcpu,avgmem
1556669700000000.0,0.20310979009912333,0.0365969404523141
1556670000000000.0,0.21521526031971971,0.03341978151484981
1556670300000000.0,0.20938765208496635,0.04189836663613922
1556670600000000.0,0.2084685257532003,0.027942094079501212
1556670900000000.0,0.22342216688707972,0.054569487257837945
1556671200000000.0,0.2188429192905329,0.06787850214735647
1556671500000000.0,0.24175661215032795,0.08309327649222853
1556671800000000.0,0.21714312215565168,0.10005281971287716
1556672100000000.0,0.23747146859162416,0.08076307413641293
1556672400000000.0,0.2300709083500837,0.09224117958999445
1556672700000000.0,0.21400479476482537,0.07209796951347847
1556673000000000.0,0.21425585767853084,0.07728906840782512
1556673300000000.0,0.2654726130288845,0.07893368030739767
1556673600000000.0,0.299804972611318,0.09791790320730764
1556673900000000.0,0.32551746534328097,0.08929305628205486
1556674200000000.0,0.33296135785241765,0.08564792174413993
1556674500000000.0,0.33212424265136475,0.08328760867782181
1556674800000000.0,0.33239533268368693,0.08225472932078493
1556675100000000.0,0.31768389624350957,0.08067781572392496
1556675400000000.0,0.2883485135115137,0.0693014878996232
1556675700000000.0,0.3530293251539195,0.0938062722887767
1556676000000000.0,0.4018517614375443,0.11104648984292376
1556676300000000.0,0.4601912970773927,0.18654350869305225
1556676600000000.0,0.4291687324006028,0.16686957977216466
1556676900000000.0,0.4125925839746556,0.14581382461576564
1556677200000000.0,0.3800524504846514,0.12593364368403526
1556677500000000.0,0.36611306782830855,0.11218829445946588
1556677800000000.0,0.380861000363812,0.10939145783952586
1556678100000000.0,0.3636490175365362,0.11509730240664862
1556678400000000.0,0.37884579782004724,0.11364316277267617
1556678700000000.0,0.4028754326538233,0.12301063656130928
1556679000000000.0,0.405350073778447,0.1374672183880714
1556679300000000.0,0.3961465741772816,0.11661934160902221
1556679600000000.0,0.46290099719115574,0.13487398993861377
1556679900000000.0,0.49402464582620875,0.1768552666687977
1556680200000000.0,0.4440419539171718,0.17151427963826626
1556680500000000.0,0.3925945925077954,0.14988041177666256
1556680800000000.0,0.40527830927261554,0.15507482447221022
1556681100000000.0,0.381601201537644,0.1404721889871634
1556681400000000.0,0.40456542430863895,0.11658710702157182
1556681700000000.0,0.4158998812781609,0.12435412036045079
1556682000000000.0,0.4375135143205908,0.13317646395734406
1556682300000000.0,0.46409561668967414,0.13962848633370295
1556682600000000.0,0.45548597454670126,0.14743228362858152
1556682900000000.0,0.4357827367386471,0.13278657901449242
1556683200000000.0,0.4168290447770535,0.10769181174335252
1556683500000000.0,0.4123595207094686,0.10396566256533024
1556683800000000.0,0.4291963335530058,0.11142614266956352
1556684100000000.0,0.43901229391071706,0.13953169141876054
1556684400000000.0,0.44071253807557786,0.12654101166567422
1556684700000000.0,0.4859265884070252,0.14731126857680565
1556685000000000.0,0.5126812619194048,0.19762980700761967
1556685300000000.0,0.47251489036573524,0.16464215430088647
1556685600000000.0,0.45963071498574926,0.14385191932200292
1556685900000000.0,0.44104587793273486,0.11744738984311809
1556686200000000.0,0.43616328717546016,0.10484057940529756
1556686500000000.0,0.470400192439941,0.11652148294495679
1556686800000000.0,0.5093239263129676,0.16042940872181632
1556687100000000.0,0.46915588773818495,0.16387890233422597
1556687400000000.0,0.4399977012752543,0.12740452436648475
1556687700000000.0,0.4458799391930688,0.1335020588171245
1556688000000000.0,0.4339792597124146,0.12995737023371712
1556688300000000.0,0.44135502251373726,0.13203679568711824
1556688600000000.0,0.45173846252186345,0.1343627664822833
1556688900000000.0,0.44948249392101935,0.15221975025621926
1556689200000000.0,0.44743823212867584,0.14093390647169746
1556689500000000.0,0.4905331143287557,0.1555367405601431
1556689800000000.0,0.4707379435077945,0.15568670061885448
1556690100000000.0,0.48035693929647616,0.1400073136937885
